"","MSSubClass","MSZoning","Street","LotShape","LandContour","LotConfig","LandSlope","BldgType","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","FireplaceQu","GarageType","GarageFinish","GarageQual","PavedDrive","MoSold","SaleType","SaleCondition","Remod","IsNew","Location","Amenities1","Amenities2","Railroad","Amenities","NeighRich"
"2638","2 story 1946+","FV",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,5,1,"GasA",5,1,"SBrkr",4,5,"BuiltIn",3,3,2,"6","New","Partial",1,0,4,0,0,1,0,1
"2639","split/multi level","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock",3,2,1,5,1,"GasA",3,1,"SBrkr",4,3,"Attchd",2,3,2,"6","WD","Normal",1,0,3,0,0,0,0,1
"2640","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","Plywood","BrkFace","CBlock",3,3,1,5,1,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"6","WD","Normal",0,0,3,0,0,0,0,1
"2641","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",3,3,1,3,2,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,2,"3","WD","Normal",0,0,2,0,0,0,0,1
"2642","1 story PUD 1946+","RH",1,2,"Lvl","FR2",2,"TwnhsE","Gable","CompShg","MetalSd","MetalSd","None","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"9","WD","Normal",0,0,2,0,0,0,0,1
"2643","2 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,1,1,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,2,"12","WD","Normal",0,0,1,0,0,0,0,0
"2644","2 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,1,2,1,"GasA",4,1,"SBrkr",4,2,"Attchd",1,3,2,"6","WD","Normal",0,0,1,0,0,0,0,0
"2645","2 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,1,5,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,3,2,"7","WD","Normal",0,0,1,0,0,0,0,0
"2646","2 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,1,5,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,2,"7","WD","Normal",0,0,1,0,0,0,0,0
"2647","2 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,1,4,1,"GasA",4,1,"SBrkr",3,0,"Detchd",1,3,2,"10","WD","Normal",0,0,1,0,0,0,0,0
"2648","1 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","Plywood","Plywood","None","CBlock",4,3,1,5,4,"GasA",4,1,"SBrkr",3,1,"Attchd",2,3,2,"7","WD","Normal",0,0,2,0,0,0,0,1
"2649","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","MetalSd","MetalSd","None","CBlock",3,3,2,5,3,"GasA",3,1,"SBrkr",3,3,"Attchd",2,3,2,"9","WD","Normal",1,0,2,0,0,0,0,1
"2650","1 story PUD 1946+","RL",1,4,"Lvl","FR2",2,"Twnhs","Gable","CompShg","Plywood","Brk Cmn","None","CBlock",3,3,1,5,4,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"4","WD","Normal",0,0,2,0,0,0,0,1
"2651","2 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","Plywood","Brk Cmn","None","CBlock",4,3,1,5,1,"GasA",4,1,"SBrkr",3,3,"Attchd",2,3,2,"7","WD","Normal",0,0,2,0,0,0,0,1
"2652","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","Stone","PConc",5,4,1,6,1,"GasA",4,1,"SBrkr",5,4,"Attchd",2,3,2,"8","New","Partial",0,1,4,0,0,0,0,2
"2653","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,3,1,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"7","WD","Normal",0,0,4,0,0,0,0,2
"2654","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","Stone","PConc",5,4,1,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"9","New","Partial",0,1,4,0,0,0,0,2
"2655","1 story 1946+","RL",1,3,"HLS","Corner",1,"1Fam","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,3,4,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",3,3,2,"6","WD","Normal",0,0,4,0,0,0,0,2
"2656","2 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,3,1,1,"GasA",5,1,"SBrkr",5,4,"BuiltIn",3,3,2,"8","New","Partial",1,0,4,0,0,0,0,2
"2657","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","BrkFace","PConc",5,4,3,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",2,3,2,"5","New","Partial",1,0,4,0,0,0,0,2
"2658","2 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","CemntBd","CmentBd","None","PConc",5,3,3,1,1,"GasA",5,1,"SBrkr",5,4,"Attchd",3,3,2,"7","New","Partial",1,0,4,0,0,0,0,2
"2659","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",5,3,4,1,1,"GasA",4,1,"SBrkr",4,4,"BuiltIn",3,3,2,"11","New","Partial",0,1,4,0,0,0,0,2
"2660","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","MetalSd","MetalSd","BrkFace","PConc",5,3,3,6,1,"GasA",5,1,"SBrkr",5,4,"BuiltIn",3,3,2,"8","New","Partial",1,0,4,0,0,0,0,2
"2661","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,3,4,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"3","New","Partial",1,0,4,0,0,0,0,2
"2662","1 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Hip","CompShg","MetalSd","MetalSd","BrkFace","PConc",5,3,4,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",3,3,2,"8","WD","Normal",1,0,4,0,0,0,0,2
"2663","2 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,3,"BuiltIn",2,3,2,"2","WD","Normal",0,0,4,0,0,0,0,2
"2664","1 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"TwnhsE","Hip","CompShg","MetalSd","MetalSd","BrkFace","PConc",5,3,1,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",2,3,2,"3","WD","Normal",0,0,4,0,0,0,0,2
"2665","1 story 1946+","RL",1,4,"Lvl","Inside",2,"TwnhsE","Hip","CompShg","MetalSd","MetalSd","BrkFace","PConc",5,4,1,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",3,3,2,"6","New","Partial",0,1,4,0,0,0,0,2
"2666","1 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"TwnhsE","Hip","CompShg","MetalSd","MetalSd","BrkFace","PConc",5,4,1,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"6","New","Partial",0,1,4,0,0,0,0,2
"2667","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"2","New","Partial",1,0,3,0,0,1,0,1
"2668","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"9","New","Partial",0,1,3,0,0,1,0,1
"2669","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,3,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"7","New","Partial",0,1,3,0,0,0,0,1
"2670","2 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,3,1,1,"GasA",5,1,"SBrkr",4,4,"BuiltIn",3,3,2,"6","New","Partial",1,0,3,0,0,0,0,1
"2671","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"10","New","Partial",0,1,3,0,0,0,0,1
"2672","1 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"11","New","Partial",0,1,4,0,0,0,0,1
"2673","1 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",3,3,2,"5","WD","Normal",0,0,4,0,0,0,0,1
"2674","1 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"TwnhsE","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",3,3,2,"9","WD","Normal",0,0,4,0,0,0,0,1
"2675","1 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,4,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"6","New","Partial",1,0,4,0,0,0,0,1
"2676","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,3,1,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"7","WD","Normal",1,0,3,0,0,0,0,1
"2677","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,5,1,"GasA",5,1,"SBrkr",3,3,"Attchd",3,3,2,"4","WD","Normal",0,0,3,0,0,0,0,1
"2678","2 story 1946+","RL",1,3,"Lvl","FR3",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",4,1,"SBrkr",4,0,"Attchd",2,3,2,"8","New","Partial",0,1,3,0,0,0,0,1
"2679","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,5,"Attchd",3,3,2,"2","WD","Normal",0,0,4,0,0,0,0,2
"2680","2 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,2,6,1,"GasA",5,1,"SBrkr",4,3,"BuiltIn",2,3,2,"6","WD","Normal",0,0,4,0,0,0,0,2
"2681","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,3,3,6,1,"GasA",5,1,"SBrkr",5,3,"Attchd",2,3,2,"3","WD","Normal",0,0,4,0,0,0,0,2
"2682","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,5,1,"GasA",5,1,"SBrkr",4,5,"Attchd",2,3,2,"6","WD","Normal",0,0,4,0,0,0,0,2
"2683","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","MetalSd","MetalSd","BrkFace","PConc",5,3,4,3,6,"GasA",5,1,"SBrkr",5,3,"Attchd",2,3,2,"5","WD","Normal",1,0,4,0,0,0,0,2
"2684","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,4,6,4,"GasA",5,1,"SBrkr",4,3,"Attchd",3,3,2,"6","WD","Normal",1,0,4,0,0,0,0,2
"2685","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","ImStucc","BrkFace","PConc",4,3,1,2,6,"GasA",5,1,"SBrkr",4,3,"Attchd",3,3,2,"10","WD","Normal",0,0,4,0,0,0,0,2
"2686","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","CemntBd","CmentBd","Stone","PConc",4,4,1,1,1,"GasA",5,1,"SBrkr",4,4,"BuiltIn",3,3,2,"1","New","Partial",1,0,4,0,0,1,0,1
"2687","1 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",5,4,1,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"9","New","Partial",0,1,4,0,0,1,0,1
"2688","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"9","New","Partial",0,1,4,0,0,0,0,1
"2689","1 story 1946+","FV",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"10","New","Partial",0,1,4,0,0,0,0,1
"2690","2 story 1946+","FV",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",5,3,1,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",2,3,2,"11","New","Partial",0,1,4,0,0,0,0,1
"2691","2 story 1946+","FV",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"2","WD","Normal",0,0,4,0,0,0,0,1
"2692","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",3,3,2,6,1,"GasA",5,1,"SBrkr",4,0,"No Garage",0,0,2,"1","WD","Normal",0,0,3,0,0,0,0,1
"2693","1 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,3,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"10","New","Partial",1,0,3,0,0,0,0,1
"2694","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"No Garage",0,0,2,"3","New","Partial",1,0,3,0,0,1,0,1
"2695","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"4","WD","Normal",0,0,3,0,0,0,0,1
"2696","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"3","WD","Normal",0,0,3,0,0,0,0,1
"2697","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",3,0,"Attchd",2,3,2,"7","WD","Normal",1,0,3,0,0,0,0,1
"2699","1 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","Plywood","Plywood","None","PConc",4,3,1,6,1,"GasA",4,1,"SBrkr",4,0,"Attchd",2,3,2,"7","WD","Normal",1,0,3,0,0,0,0,1
"2700","1 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","Plywood","Plywood","None","PConc",4,3,1,6,1,"GasA",4,1,"SBrkr",4,0,"Attchd",2,3,2,"6","WD","Normal",0,0,3,0,0,0,0,1
"2701","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,5,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"7","WD","Normal",0,0,3,0,0,1,0,1
"2702","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","CBlock",3,3,1,2,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,3,2,"7","WD","Normal",0,0,1,0,0,1,0,1
"2703","duplex all style/age","RM",1,4,"Lvl","Inside",2,"Duplex","Gable","CompShg","VinylSd","VinylSd","None","CBlock",0,0,0,0,0,"GasA",3,1,"SBrkr",3,0,"Attchd",2,3,2,"8","WD","Normal",0,0,1,0,0,1,0,1
"2704","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","HdBoard","HdBoard","None","CBlock",3,3,1,4,1,"GasA",4,1,"SBrkr",3,3,"Detchd",1,3,2,"3","WD","Normal",1,0,1,0,0,0,0,1
"2705","1 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",3,3,1,3,1,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"7","WD","Normal",0,0,1,0,0,2,0,1
"2706","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock",3,3,1,4,3,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"11","COD","Normal",0,0,1,0,0,1,0,1
"2707","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","PConc",3,3,1,5,1,"GasA",4,1,"SBrkr",3,0,"Detchd",1,3,2,"10","WD","Normal",0,0,1,0,0,1,0,1
"2708","1 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",3,3,1,3,1,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"1","WD","Normal",0,0,1,0,0,0,0,1
"2709","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",3,3,1,5,1,"GasA",3,0,"SBrkr",3,0,"No Garage",0,0,2,"4","WD","Normal",0,0,1,0,0,0,0,1
"2710","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","CBlock",3,3,2,3,1,"GasA",3,1,"SBrkr",3,1,"Attchd",1,3,2,"6","WD","Normal",0,0,1,0,0,0,0,1
"2711","split/multi level","RL",1,3,"Low","Corner",2,"1Fam","Gable","CompShg","WdShing","Wd Sdng","BrkFace","CBlock",4,3,4,5,4,"GasA",4,1,"SBrkr",4,3,"Attchd",2,3,2,"1","WD","Normal",0,0,4,0,0,0,0,1
"2712","2 story 1946+","RL",1,4,"HLS","Inside",1,"1Fam","Gable","CompShg","HdBoard","ImStucc","BrkFace","PConc",5,3,4,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",2,3,2,"10","WD","Normal",1,0,4,0,0,0,0,2
"2713","1 story PUD 1946+","FV",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","MetalSd","MetalSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"5","WD","Normal",0,0,4,0,0,0,0,1
"2714","2 story PUD 1946+","FV",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","MetalSd","MetalSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Detchd",2,3,2,"7","WD","Normal",0,0,4,0,0,0,0,1
"2715","2 story PUD 1946+","FV",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","MetalSd","MetalSd","BrkFace","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,0,"Detchd",1,3,2,"6","WD","Normal",0,0,4,0,0,0,0,1
"2716","2 story PUD 1946+","FV",1,3,"Lvl","FR2",2,"TwnhsE","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"7","WD","Normal",0,0,4,0,0,0,0,1
"2717","2 story 1946+","FV",1,3,"Lvl","Corner",2,"1Fam","Hip","CompShg","Wd Sdng","Wd Sdng","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,3,"BuiltIn",1,3,2,"11","WD","Normal",1,0,4,0,0,0,0,1
"2718","1 story 1946+","FV",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","CemntBd","CmentBd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,3,"Attchd",2,3,2,"9","WD","Normal",1,0,4,0,0,0,0,1
"2719","2 family conversion","RL",1,3,"Lvl","Corner",2,"2fmCon","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock",4,3,1,6,1,"GasA",5,1,"SBrkr",3,0,"Attchd",3,3,2,"7","WD","Normal",0,0,3,0,0,1,0,1
"2720","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,1,4,2,"GasA",4,1,"SBrkr",3,0,"Attchd",2,3,2,"4","WD","Normal",0,0,3,0,0,1,0,1
"2721","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,5,1,"GasA",4,1,"SBrkr",3,0,"Attchd",2,3,2,"7","WD","Normal",0,0,2,0,0,0,0,1
"2722","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",4,2,2,5,3,"GasA",5,1,"SBrkr",3,0,"Attchd",2,3,2,"6","WD","Normal",0,0,2,0,0,0,0,1
"2724","split foyer","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",4,3,4,6,1,"GasA",4,1,"SBrkr",3,0,"Attchd",2,3,2,"8","WD","Normal",0,0,2,0,0,0,0,1
"2725","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Plywood","None","CBlock",3,3,1,4,1,"GasA",3,1,"SBrkr",3,0,"Attchd",2,3,2,"3","WD","Normal",0,0,2,0,0,0,0,1
"2726","split/multi level","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","BrkFace","PConc",3,3,3,5,3,"GasA",4,1,"SBrkr",3,0,"Attchd",1,3,2,"7","WD","Normal",0,0,2,0,0,0,0,1
"2728","1 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Hip","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,1,5,2,"GasA",5,1,"SBrkr",3,4,"Attchd",3,3,2,"4","WD","Normal",0,0,2,0,0,0,0,1
"2729","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",3,3,1,5,1,"GasA",4,1,"SBrkr",3,1,"Attchd",3,3,2,"7","WD","Normal",0,0,2,0,0,0,0,1
"2730","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","CBlock",3,3,1,5,1,"GasA",5,1,"SBrkr",3,0,"Attchd",1,3,2,"5","WD","Normal",0,0,2,0,0,0,0,1
"2731","1 story 1945-","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,4,1,"GasA",5,1,"SBrkr",3,2,"Attchd",1,3,2,"7","WD","Normal",1,0,2,0,0,0,0,1
"2732","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","BrkFace","BrkFace","None","CBlock",3,3,1,1,1,"GasA",5,1,"SBrkr",3,4,"Detchd",1,3,2,"5","WD","Normal",1,0,2,0,0,0,0,1
"2733","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","WdShing","Wd Shng","None","CBlock",3,3,2,4,1,"GasA",3,1,"SBrkr",3,4,"Attchd",1,3,2,"6","WD","Normal",1,0,2,0,0,0,0,1
"2734","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","Wd Sdng","Plywood","Stone","CBlock",3,3,2,2,1,"GasA",5,1,"SBrkr",3,4,"Attchd",2,3,2,"7","WD","Partial",0,0,2,0,0,0,0,1
"2735","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","Stone","CBlock",3,3,1,5,1,"GasA",5,1,"FuseA",3,0,"Attchd",2,3,2,"5","WD","Normal",0,0,2,0,0,0,0,1
"2736","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock",3,3,1,1,1,"GasA",4,1,"FuseA",3,4,"Attchd",1,3,2,"7","WD","Normal",1,0,2,0,0,0,0,1
"2737","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,4,1,"GasA",3,1,"FuseA",3,0,"Attchd",1,3,2,"3","WD","Normal",1,0,2,0,0,0,0,1
"2738","duplex all style/age","RL",1,3,"Lvl","Inside",2,"Duplex","Gable","CompShg","Plywood","Plywood","None","CBlock",3,3,1,1,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,2,"10","WD","Normal",0,0,2,0,0,0,0,1
"2739","split/multi level","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",3,3,1,5,1,"GasA",3,1,"SBrkr",3,4,"Attchd",2,3,2,"11","WD","Normal",0,0,2,0,0,0,0,1
"2740","1 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Hip","CompShg","MetalSd","MetalSd","BrkFace","CBlock",3,3,1,1,1,"GasA",3,1,"SBrkr",3,0,"Attchd",2,3,2,"10","WD","Normal",0,0,2,0,0,0,0,1
"2741","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","BrkFace","BrkFace","None","CBlock",2,3,2,4,1,"GasA",4,1,"SBrkr",3,4,"Attchd",2,3,2,"3","WD","Normal",0,0,2,0,0,0,0,1
